Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Frequency of Purchases,Discount Applied,Previous Purchases,Payment Method,Subscription Status
876,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,Every 3 Months,Yes,7,Bank Transfer,Yes
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,Annually,No,19,Bank Transfer,No
2142,24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,Annually,No,32,PayPal,No
1651,60,Male,Scarf,Accessories,36,Arkansas,M,Silver,Winter,3.4,Fortnightly,Yes,46,Credit Card,No
2330,49,Male,Hat,Accessories,97,Nebraska,S,Teal,Spring,4.8,Annually,No,42,Bank Transfer,No
3030,64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,Quarterly,No,1,Debit Card,No
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,Monthly,No,39,Bank Transfer,No
1015,28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3,Fortnightly,Yes,36,Debit Card,Yes
2356,22,Male,Skirt,Clothing,35,Tennessee,S,Purple,Winter,4.1,Monthly,No,12,Cash,No
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,Quarterly,No,48,Venmo,No
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,Every 3 Months,No,16,PayPal,No
1571,30,Male,Pants,Clothing,41,Missouri,L,Brown,Winter,4.8,Every 3 Months,Yes,3,Bank Transfer,No
1431,48,Male,Sandals,Footwear,30,Michigan,S,Orange,Summer,4.9,Fortnightly,Yes,3,Credit Card,No
3725,30,Female,Gloves,Accessories,71,Colorado,L,Green,Winter,3.1,Annually,No,18,Bank Transfer,No
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Bi-Weekly,Yes,20,Venmo,Yes
1049,30,Male,Socks,Clothing,77,Maine,L,Yellow,Fall,2.7,Fortnightly,Yes,19,Venmo,Yes
3785,54,Female,Socks,Clothing,53,Virginia,M,Violet,Winter,4.5,Annually,No,4,Venmo,No
3553,22,Female,Sunglasses,Accessories,66,Kentucky,M,Blue,Winter,2.9,Quarterly,No,3,PayPal,No
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3,Fortnightly,Yes,33,Venmo,Yes
3111,19,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.6,Bi-Weekly,No,2,Bank Transfer,No
3366,43,Female,Skirt,Clothing,58,Tennessee,L,Teal,Fall,3.9,Every 3 Months,No,45,Credit Card,No
1273,35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,Monthly,Yes,16,Bank Transfer,No
3251,23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,Weekly,No,15,Venmo,No
1306,31,Male,Pants,Clothing,56,Mississippi,XL,Peach,Spring,4.5,Every 3 Months,Yes,2,PayPal,No
1117,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,Fortnightly,Yes,39,PayPal,No
1933,42,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5,Every 3 Months,No,47,Credit Card,No
844,65,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,Weekly,Yes,6,PayPal,Yes
2741,19,Female,Sunglasses,Accessories,70,Pennsylvania,M,Lavender,Summer,4.9,Fortnightly,No,34,Bank Transfer,No
626,49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4,Weekly,Yes,1,Venmo,Yes
2347,22,Male,Jacket,Outerwear,67,New Mexico,L,Brown,Winter,3.1,Fortnightly,No,46,Debit Card,No
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Quarterly,Yes,21,Cash,Yes
1435,59,Male,Sweater,Clothing,64,New York,L,Maroon,Summer,4.6,Bi-Weekly,Yes,21,Debit Card,No
2919,19,Female,Sunglasses,Accessories,73,New York,S,Black,Fall,4.9,Weekly,No,36,Cash,No
3753,24,Female,Coat,Outerwear,81,Washington,L,Pink,Winter,4.1,Weekly,No,43,Venmo,No
3579,46,Female,Shoes,Footwear,22,Georgia,L,Olive,Winter,2.6,Quarterly,No,22,Bank Transfer,No
1380,21,Male,T-shirt,Clothing,64,Minnesota,L,Purple,Fall,2.8,Bi-Weekly,Yes,38,Venmo,No
3483,66,Female,Gloves,Accessories,61,Hawaii,M,Gold,Winter,3.9,Weekly,No,35,Debit Card,No
3721,21,Female,Hat,Accessories,56,South Carolina,M,Peach,Fall,3.6,Quarterly,No,13,Credit Card,No
1148,59,Male,Hat,Accessories,36,Tennessee,XL,Red,Winter,4.3,Annually,Yes,17,Debit Card,No
946,38,Male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,Every 3 Months,Yes,8,Venmo,Yes
1890,59,Male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,Weekly,No,27,Bank Transfer,No
1407,32,Male,Shirt,Clothing,46,Washington,L,Turquoise,Spring,3.6,Monthly,Yes,15,Debit Card,No
1487,25,Male,Sneakers,Footwear,73,Idaho,S,Yellow,Spring,5,Every 3 Months,Yes,23,Venmo,No
999,51,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,Bi-Weekly,Yes,48,Bank Transfer,Yes
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Bi-Weekly,Yes,1,Bank Transfer,Yes
3073,26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,Quarterly,No,46,PayPal,No
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Annually,Yes,38,Debit Card,Yes
1410,34,Male,Backpack,Accessories,50,Idaho,M,Blue,Spring,4.2,Fortnightly,Yes,41,Cash,No
1325,39,Male,Jewelry,Accessories,77,Indiana,S,Orange,Summer,3.8,Fortnightly,Yes,11,Credit Card,No
3459,68,Female,Jewelry,Accessories,37,West Virginia,L,Violet,Spring,3.4,Quarterly,No,24,Venmo,No
3249,22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,Quarterly,No,41,Bank Transfer,No
3357,39,Female,Jeans,Clothing,48,Tennessee,M,Silver,Summer,3.5,Bi-Weekly,No,13,PayPal,No
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Fortnightly,Yes,45,Debit Card,Yes
3602,34,Female,T-shirt,Clothing,47,North Carolina,M,Indigo,Summer,3,Monthly,No,3,PayPal,No
862,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.3,Every 3 Months,Yes,35,Credit Card,Yes
1829,33,Male,Coat,Outerwear,80,New Hampshire,L,Gray,Spring,3.9,Every 3 Months,No,45,Cash,No
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,Every 3 Months,No,28,Venmo,No
3196,68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,Quarterly,No,36,Credit Card,No
1503,,Male,Pants,Clothing,66,Massachusetts,M,Black,Summer,3.2,Fortnightly,Yes,20,Cash,No
1527,41,Male,Jacket,Outerwear,22,Oklahoma,L,White,Summer,3.1,Monthly,Yes,27,PayPal,No
3006,18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,Weekly,No,5,Venmo,No
3477,68,Female,Boots,Footwear,99,South Carolina,XL,Orange,Summer,3.2,Weekly,No,11,Cash,No
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5,Quarterly,No,36,Venmo,No
1659,32,Male,Jewelry,Accessories,66,Alaska,S,Pink,Spring,4.1,Weekly,Yes,47,Cash,No
3466,19,Female,Backpack,Accessories,53,Iowa,M,Gold,Spring,,Weekly,No,31,Debit Card,No
3425,33,Female,Scarf,Accessories,64,Florida,L,Green,Summer,3.6,Monthly,No,23,Credit Card,No
1464,54,Male,Jewelry,Accessories,49,Oklahoma,M,Beige,Summer,4.9,Monthly,Yes,1,Bank Transfer,No
393,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Annually,Yes,38,Credit Card,Yes
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Annually,Yes,6,PayPal,Yes
548,38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Weekly,Yes,26,Venmo,Yes
1466,46,Male,Gloves,Accessories,72,Nebraska,XL,Violet,Winter,3.9,Bi-Weekly,Yes,42,Cash,No
1840,32,Male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,Annually,No,32,Cash,No
1270,43,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3,Quarterly,Yes,47,PayPal,No
16,64,Male,Skirt,Clothing,81,Rhode Island,M,Teal,Winter,2.8,Monthly,Yes,8,PayPal,Yes
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,Every 3 Months,No,40,Credit Card,No
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5,Monthly,No,20,Debit Card,No
1947,59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,Quarterly,No,41,Credit Card,No
3358,41,Female,Hoodie,Clothing,67,Arkansas,M,Pink,Winter,3.5,Monthly,No,37,Credit Card,No
3291,52,Female,Coat,Outerwear,82,North Dakota,L,Black,Spring,3.1,Monthly,No,2,PayPal,No
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Annually,Yes,7,Debit Card,Yes
2960,38,Female,Handbag,Accessories,28,Texas,L,Maroon,Summer,4.7,Quarterly,No,9,PayPal,No
1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,Bi-Weekly,No,50,Venmo,No
923,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Monthly,Yes,13,Credit Card,Yes
1137,23,Male,Handbag,Accessories,83,Illinois,S,Cyan,Summer,4.8,Monthly,Yes,37,Cash,No
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,Every 3 Months,No,48,Credit Card,No
2958,69,Female,Jewelry,Accessories,70,South Dakota,S,Gray,Fall,4.7,Annually,No,2,Cash,No
1655,43,Male,Belt,Accessories,25,Indiana,L,Gray,Spring,2.6,Quarterly,Yes,14,Credit Card,No
789,50,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Quarterly,Yes,18,Bank Transfer,Yes
963,29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Fortnightly,Yes,26,Debit Card,Yes
1455,66,Male,Sneakers,Footwear,50,Georgia,L,Maroon,Winter,2.9,Annually,Yes,17,Credit Card,No
3306,34,Female,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,Bi-Weekly,No,31,PayPal,No
960,36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Fortnightly,Yes,12,Cash,Yes
2435,36,Male,Gloves,Accessories,45,Utah,M,Brown,Spring,5,Monthly,No,40,Credit Card,No
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Every 3 Months,Yes,3,Credit Card,Yes
2497,67,Male,Scarf,Accessories,79,Illinois,S,Yellow,Summer,3.2,Weekly,No,37,Credit Card,No
3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,Annually,No,12,Credit Card,No
1354,39,Male,Pants,Clothing,83,Oregon,M,Teal,Winter,4.1,Every 3 Months,Yes,4,Cash,No
2966,48,Female,Scarf,Accessories,45,Delaware,M,Blue,Summer,4.4,Fortnightly,No,25,PayPal,No
1083,54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,Quarterly,Yes,30,Venmo,No
3815,45,Female,Dress,Clothing,95,Michigan,M,Orange,Winter,4.2,Every 3 Months,No,26,Bank Transfer,No
2940,32,Female,Sweater,Clothing,46,Kentucky,M,Beige,Winter,4.3,Weekly,No,34,Venmo,No
3569,29,Female,Sandals,Footwear,71,Arkansas,M,Purple,Spring,4.8,Quarterly,No,14,PayPal,No
1951,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,Every 3 Months,No,26,PayPal,No
2539,18,Male,Scarf,Accessories,32,New Jersey,M,Silver,Summer,4.2,Bi-Weekly,No,33,Credit Card,No
2731,23,Female,Gloves,Accessories,32,Wisconsin,M,Teal,Winter,4.1,Annually,No,37,Bank Transfer,No
2444,24,Male,Backpack,Accessories,30,South Dakota,M,Green,Spring,3.4,Bi-Weekly,No,24,Bank Transfer,No
3589,23,Female,Sunglasses,Accessories,55,Michigan,M,Magenta,Spring,3.5,Annually,No,40,Cash,No
588,29,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,Every 3 Months,Yes,48,Debit Card,Yes
1228,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,Bi-Weekly,Yes,19,Bank Transfer,No
3248,53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,Fortnightly,No,12,PayPal,No
1226,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,Weekly,Yes,16,Debit Card,No
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Monthly,Yes,23,Credit Card,Yes
3471,19,Female,Coat,Outerwear,69,West Virginia,S,Olive,Summer,4.5,Bi-Weekly,No,31,Cash,No
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Quarterly,Yes,27,Venmo,Yes
2340,25,Male,Shirt,Clothing,65,Illinois,L,Maroon,Spring,3.4,Quarterly,No,24,Bank Transfer,No
2484,,Male,Skirt,Clothing,96,Arizona,S,Teal,Fall,2.9,Monthly,No,8,Debit Card,No
2830,56,Female,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,3.4,Weekly,No,47,Cash,No
2576,53,Male,Shorts,Clothing,96,Minnesota,M,Silver,Fall,4,Annually,No,9,PayPal,No
1955,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,Quarterly,No,3,Venmo,No
3402,44,Female,Backpack,Accessories,71,Nevada,L,Peach,Winter,3.4,Weekly,No,39,Credit Card,No
2582,57,Male,Dress,Clothing,81,Wyoming,M,Gold,Winter,4.7,Monthly,No,48,Credit Card,No
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Fortnightly,Yes,23,Credit Card,Yes
3177,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,Monthly,No,39,Credit Card,No
3414,34,Female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,Bi-Weekly,No,16,PayPal,No
1556,43,Male,Shorts,Clothing,47,Ohio,S,Cyan,Winter,4.5,Quarterly,Yes,44,Cash,No
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,Fortnightly,No,16,Bank Transfer,No
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Fortnightly,Yes,45,Venmo,Yes
3416,38,Female,Blouse,Clothing,68,New York,M,Gold,Fall,3,Annually,No,15,Bank Transfer,No
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Bi-Weekly,Yes,48,Cash,Yes
98,21,Male,Shoes,Footwear,92,Virginia,M,Teal,Winter,4.8,Annually,Yes,37,Cash,Yes
2840,70,Female,Scarf,Accessories,80,South Dakota,L,Teal,Summer,2.8,Monthly,No,30,Bank Transfer,No
1248,65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.5,Bi-Weekly,Yes,18,Venmo,No
2574,54,Male,T-shirt,Clothing,90,New Mexico,M,Red,Summer,4.4,Annually,No,1,Bank Transfer,No
2949,61,Female,Pants,Clothing,83,Vermont,M,Violet,Winter,3.1,Bi-Weekly,No,38,Debit Card,No
94,37,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Weekly,Yes,46,Credit Card,Yes
1578,68,Male,Boots,Footwear,34,Delaware,S,Olive,Spring,4,Fortnightly,Yes,7,Venmo,No
3026,40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,Monthly,No,7,PayPal,No
2617,61,Male,Sandals,Footwear,55,Georgia,XL,Purple,Spring,3.6,Annually,No,46,Cash,No
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Bi-Weekly,Yes,45,Credit Card,Yes
523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,,Quarterly,Yes,37,Cash,Yes
2351,57,Male,Shoes,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,Annually,No,21,Cash,No
3688,34,Female,Shirt,Clothing,44,Arkansas,L,Lavender,Summer,2.9,Every 3 Months,No,28,Bank Transfer,No
2735,63,Female,Jeans,Clothing,93,New York,XL,Yellow,Summer,2.7,Bi-Weekly,No,13,Cash,No
1394,46,Male,Gloves,Accessories,58,Idaho,L,Yellow,Spring,3.9,Fortnightly,Yes,14,PayPal,No
1638,35,Male,Dress,Clothing,21,Massachusetts,M,Peach,Spring,3.5,Fortnightly,Yes,32,Venmo,No
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Quarterly,Yes,30,Debit Card,Yes
2339,66,Male,Sneakers,Footwear,68,Georgia,S,Silver,Fall,4,Quarterly,No,21,PayPal,No
1535,55,Male,Blouse,Clothing,66,Wyoming,M,Green,Summer,3.4,Fortnightly,Yes,26,Venmo,No
2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,Every 3 Months,No,50,Credit Card,No
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Annually,Yes,48,Venmo,Yes
2137,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,Fortnightly,No,25,Bank Transfer,No
2679,33,Female,Belt,Accessories,91,Montana,M,Magenta,Spring,3.4,Bi-Weekly,No,34,Credit Card,No
3254,36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,Fortnightly,No,8,Venmo,No
3209,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,Weekly,No,42,PayPal,No
3039,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,Annually,No,36,Debit Card,No
3163,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,Quarterly,No,28,Bank Transfer,No
1501,63,Male,Jeans,Clothing,69,Alabama,L,Maroon,Summer,4.8,Monthly,Yes,22,Debit Card,No
2797,55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,Annually,No,21,Cash,No
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Fortnightly,Yes,31,Bank Transfer,Yes
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Quarterly,Yes,6,PayPal,Yes
2334,33,Male,Shirt,Clothing,77,Kansas,M,Beige,Spring,3.8,Every 3 Months,No,1,PayPal,No
761,33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Annually,Yes,6,Cash,Yes
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,Weekly,Yes,4,Credit Card,No
421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Bi-Weekly,Yes,18,Debit Card,Yes
2294,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,Every 3 Months,No,16,Debit Card,No
2725,52,Female,Sneakers,Footwear,91,Missouri,M,Brown,Spring,2.5,Fortnightly,No,11,Debit Card,No
614,61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Bi-Weekly,Yes,46,Cash,Yes
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Bi-Weekly,Yes,37,Cash,Yes
517,34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,Bi-Weekly,Yes,19,Debit Card,Yes
1882,,Male,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,Bi-Weekly,No,13,Cash,No
3354,31,Female,Dress,Clothing,66,Ohio,L,Teal,Fall,4.6,Every 3 Months,No,19,Credit Card,No
1182,61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,Quarterly,Yes,43,Bank Transfer,No
432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Fortnightly,Yes,33,Cash,Yes
921,37,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Weekly,Yes,37,Cash,Yes
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3,Fortnightly,No,25,Venmo,No
652,32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Fortnightly,Yes,41,Venmo,Yes
3625,22,Female,Hat,Accessories,82,Texas,XL,Peach,Fall,5,Bi-Weekly,No,22,Bank Transfer,No
1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,Quarterly,No,1,Cash,No
2831,63,Female,Skirt,Clothing,90,Oregon,L,Cyan,Spring,2.9,Every 3 Months,No,13,Venmo,No
1398,55,Male,Sunglasses,Accessories,67,Massachusetts,S,Magenta,Summer,4.7,Annually,Yes,33,PayPal,No
3383,34,Female,Sweater,Clothing,35,Nebraska,M,Maroon,Spring,2.8,Weekly,No,2,Bank Transfer,No
3155,27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,Quarterly,No,32,Cash,No
2622,48,Male,Shoes,Footwear,46,Maine,M,Beige,Winter,3,Annually,No,21,Bank Transfer,No
426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Quarterly,Yes,4,Credit Card,Yes
3126,33,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4,Quarterly,No,3,Cash,No
1555,64,Male,Shorts,Clothing,48,Utah,S,Lavender,Winter,2.7,Bi-Weekly,Yes,18,Cash,No
1538,68,Male,Shoes,Footwear,89,Alaska,L,Black,Spring,3.2,Annually,Yes,50,Venmo,No
3836,58,Female,Sandals,Footwear,58,Pennsylvania,L,Silver,Winter,2.6,Bi-Weekly,No,28,PayPal,No
2357,57,Male,Backpack,Accessories,58,Montana,M,Gray,Summer,3,Quarterly,No,27,Debit Card,No
1740,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,Weekly,No,23,Cash,No
3087,47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,Every 3 Months,No,26,Venmo,No
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3,Bi-Weekly,Yes,36,Bank Transfer,Yes
1937,70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,Every 3 Months,No,44,PayPal,No
2962,33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,Bi-Weekly,No,21,Debit Card,No
907,41,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Bi-Weekly,Yes,21,Debit Card,Yes
3300,45,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4,Monthly,No,18,Venmo,No
535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Quarterly,Yes,4,PayPal,Yes
2805,65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,Every 3 Months,No,48,Bank Transfer,No
1837,66,Male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,Monthly,No,35,Credit Card,No
3299,65,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,Every 3 Months,No,6,Bank Transfer,No
3275,46,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,Fortnightly,No,14,Cash,No
2535,41,Male,Sunglasses,Accessories,42,Virginia,XL,Red,Fall,3.2,Weekly,No,22,Cash,No
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,Quarterly,No,43,Cash,No
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3,Fortnightly,Yes,40,Cash,Yes
1923,18,Male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,4.6,Monthly,No,9,PayPal,No
911,49,Male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,,Monthly,Yes,22,Credit Card,Yes
2941,,Female,Handbag,Accessories,85,Massachusetts,L,Beige,Summer,4.8,Monthly,No,13,Cash,No
625,55,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Annually,Yes,21,PayPal,Yes
982,27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Quarterly,Yes,47,Credit Card,Yes
2380,40,Male,Hat,Accessories,77,South Dakota,M,Peach,Spring,4,Monthly,No,22,Debit Card,No
3631,65,Female,Hat,Accessories,73,Oklahoma,M,Lavender,Winter,4.8,Weekly,No,29,Cash,No
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Weekly,Yes,24,PayPal,Yes
1375,22,Male,Handbag,Accessories,97,New York,M,Red,Fall,2.7,Quarterly,Yes,5,Bank Transfer,No
1480,48,Male,Coat,Outerwear,100,Washington,L,Black,Spring,4,Weekly,Yes,2,Bank Transfer,No
1558,27,Male,Backpack,Accessories,34,South Dakota,L,Magenta,Fall,3.5,Quarterly,Yes,34,PayPal,No
324,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Bi-Weekly,Yes,29,PayPal,Yes
3381,41,Female,Dress,Clothing,52,North Dakota,L,Blue,Summer,3.8,Every 3 Months,No,6,PayPal,No
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,Annually,No,11,Credit Card,No
2823,61,Female,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,Quarterly,No,33,PayPal,No
1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,Quarterly,No,4,Cash,No
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,Annually,No,15,Venmo,No
1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,Bi-Weekly,No,37,Credit Card,No
1852,28,Male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,Fortnightly,No,4,Bank Transfer,No
3766,22,Female,Jewelry,Accessories,52,Missouri,M,Green,Summer,4.3,Bi-Weekly,No,14,Bank Transfer,No
2880,62,Female,Blouse,Clothing,57,North Dakota,XL,Turquoise,Winter,4.9,Annually,No,31,Venmo,No
1403,62,Male,Sunglasses,Accessories,21,North Dakota,L,White,Summer,3.1,Monthly,Yes,47,PayPal,No
390,27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Monthly,Yes,28,Bank Transfer,Yes
3717,57,Female,Shirt,Clothing,53,Vermont,M,Charcoal,Fall,3.4,Every 3 Months,No,42,Debit Card,No
1129,56,Male,Gloves,Accessories,30,New York,L,Charcoal,Winter,4.7,Monthly,Yes,35,Debit Card,No
771,19,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Annually,Yes,8,Credit Card,Yes
1765,61,Male,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3,Quarterly,No,34,Venmo,No
1243,56,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,4,Quarterly,Yes,15,Bank Transfer,No
3659,28,Female,T-shirt,Clothing,72,Mississippi,M,Magenta,Fall,4.6,Fortnightly,No,18,PayPal,No
2433,59,Male,Jacket,Outerwear,66,Hawaii,M,Peach,Winter,2.8,Monthly,No,43,Venmo,No
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,Bi-Weekly,No,36,Venmo,No
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,Quarterly,No,5,PayPal,No
